input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,input_main_postcode,input_main_street,input_main_street_number
63,Az-Technology Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47301,Jalan PJU 1A/41B,97
64,BAE SYSTEMS APPLIED INTELLIGENCE (INTERNATIONAL) LIMITED,GB,United Kingdom,England,Guildford,GU2 7RQ,Priestley Road,170
65,BASICO P/S,DK,Denmark,Capital Region Of Denmark,Gentofte Municipality,2900,Philip Heymans Alle,2026-03-05 00:00:00
66,"BB CONNECT CO.,LTD.",TH,Thailand,,,,,
67,Bb Technology Co Ltd,TH,Thailand,Bangkok,Bangkok,10900,Kamphaeng Phet 6 Road,499
68,BCD TRAVEL ASIA PACIFIC PTE. LTD.,SG,Singapore,Central,Singapore,69046,McCallum Street,20
69,BCD N.V.,NL,Netherlands,Utrecht,Utrecht,3526 KS,Europalaan,300
7,A.T. KEARNEY AB,SE,Sweden,,,,,
70,BEAT A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2720,Klingseyvej,15B
71,"Beijing Dynamic Power Co., Ltd",CN,China,Beijing,Fengtai District,100070,,
72,BIGID INC.,US,United States,Florida,,,,
73,Binkies Holding B.V.,NL,Netherlands,South Holland,The Hague,2491 AC,Oude Middenweg,31
74,BLACKWOOD SEVEN A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2100,,
75,Blom Soefeldt - Erhvervspsykologisk radgivning,DK,Denmark,Capital Region Of Denmark,Copenhagen,1357,,
76,BOOST AI AS,NO,Norway,Rogaland,Sandnes,4313,Grenseveien,21
77,Bording Danmark A/S,DK,Denmark,Capital Region Of Denmark,Glostrup,2600,Ejby Industrivej,91
78,Braathens Regional Airways AB,SE,Sweden,Stockholm County,Stockholm,,,
79,BRAINCHILD COMMUNICATIONS PAKISTAN (PVT.) LIMITED,PK,Pakistan,,,,,
8,A. T. KEARNEY PTE. LTD,SG,Singapore,,,,,
80,Brobizz A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1601,,
81,BUNDGAARD KOLETEKNIK. VEJLE A/S,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Sadelmagervej,19
82,Bynder Holding B.V.,NL,Netherlands,North Holland,Amsterdam,1017 MB,Max Euweplein,46
83,C&W Services (S) Pte. Ltd.,SG,Singapore,Central,Singapore,178957,,
84,CAMPANA GROUP PTE. LTD.,SG,Singapore,Southeast,,486066,Changi Business Park Central 2,51
85,CBRE AS,NO,Norway,Oslo,Oslo,250,Bryggegata,9
86,CBRE Teknisk Servicepartner A/S,DK,Denmark,North Denmark Region,Aalborg,9000,Blytækkervej,3
87,CELLUSYS LIMITED,IE,Ireland,Leinster,Dublin 1,D01 NH93,Bachelors Walk,7
88,CENTERFORENINGEN FISKETORVET SHOPPING CENTER F.M.B.A.,DK,Denmark,,,,,
89,CETIN Hungary Zrt.,HU,Hungary,Central Hungary,Törökbálint,2045,Pannon Út,1
9,AALBORG CITY,DK,Denmark,North Denmark Region,Aalborg,9000,Lille Kongensgade,6
90,CHINA TELECOM GLOBAL LTD,HK,Hong Kong,Hong Kong,Hong Kong Island,,,
91,CHINA UNICOM (SINGAPORE) OPERATIONS PTE. LTD.,SG,Singapore,Central,Singapore,38988,Temasek Boulevard,8
92,CHUBB GLOBAL RISK ADVISORS PTE. LTD.,SG,Singapore,,,,,
93,CIBICOM SERVICES A/S,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Industriparken,35
94,CIENA LIMITED,GB,United Kingdom,England,London,EC2A 3NG,Curtain Road,20
95,CISCO INTERNATIONAL LIMITED,GB,United Kingdom,England,Feltham,TW14 8HA,New Square,2026-09-11 00:00:00
96,CISCO NORWAY AS,NO,Norway,Viken,Bærum,1366,Philip Pedersens Vei,1
97,CITERO AS,NO,Norway,Trøndelag,Trondheim,7014,Nedre Bakklandet,58C
98,"CLOUDERA, INC.",US,United States,California,Santa Clara,95054,Great America Parkway,5470
99,Comba Technologies Sdn. Bhd.,MY,Malaysia,Selangor,Subang Jaya,47650,Jalan USJ 25/1B,
